flux,id,x,y,z
0.8891088686945,0,0,0,0
0.8891088686945,0.013333333333333,0,0,0.013333333333333
0.8891088686945,0.026666666666667,0,0,0.026666666666667
0.8891088686945,0.04,0,0,0.04
0.8891088686945,0.053333333333333,0,0,0.053333333333333
0.8891088686945,0.066666666666667,0,0,0.066666666666667
0.8891088686945,0.08,0,0,0.08
0.8891088686945,0.093333333333333,0,0,0.093333333333333
0.8891088686945,0.10666666666667,0,0,0.10666666666667
0.8891088686945,0.12,0,0,0.12
0.8891088686945,0.13333333333333,0,0,0.13333333333333
0.8891088686945,0.14666666666667,0,0,0.14666666666667
0.8891088686945,0.16,0,0,0.16
0.8891088686945,0.17333333333333,0,0,0.17333333333333
0.8891088686945,0.18666666666667,0,0,0.18666666666667
0.8891088686945,0.2,0,0,0.2
0.8891088686945,0.21333333333333,0,0,0.21333333333333
0.8891088686945,0.22666666666667,0,0,0.22666666666667
0.8891088686945,0.24,0,0,0.24
0.8891088686945,0.25333333333333,0,0,0.25333333333333
0.8891088686945,0.26666666666667,0,0,0.26666666666667
0.8891088686945,0.28,0,0,0.28
0.8891088686945,0.29333333333333,0,0,0.29333333333333
0.8891088686945,0.30666666666667,0,0,0.30666666666667
0.8891088686945,0.32,0,0,0.32
0.8891088686945,0.33333333333333,0,0,0.33333333333333
0.8891088686945,0.34666666666667,0,0,0.34666666666667
0.8891088686945,0.36,0,0,0.36
0.8891088686945,0.37333333333333,0,0,0.37333333333333
0.8891088686945,0.38666666666667,0,0,0.38666666666667
0.8891088686945,0.4,0,0,0.4
0.8891088686945,0.41333333333333,0,0,0.41333333333333
0.8891088686945,0.42666666666667,0,0,0.42666666666667
0.8891088686945,0.44,0,0,0.44
0.8891088686945,0.45333333333333,0,0,0.45333333333333
0.8891088686945,0.46666666666667,0,0,0.46666666666667
0.8891088686945,0.48,0,0,0.48
0.8891088686945,0.49333333333333,0,0,0.49333333333333
0.8891088686945,0.50666666666667,0,0,0.50666666666667
0.8891088686945,0.52,0,0,0.52
0.8891088686945,0.53333333333333,0,0,0.53333333333333
0.8891088686945,0.54666666666667,0,0,0.54666666666667
0.8891088686945,0.56,0,0,0.56
0.8891088686945,0.57333333333333,0,0,0.57333333333333
0.8891088686945,0.58666666666667,0,0,0.58666666666667
0.8891088686945,0.6,0,0,0.6
0.8891088686945,0.61333333333333,0,0,0.61333333333333
0.78650377777542,0.62666666666667,0,0,0.62666666666667
0.78650377777542,0.64,0,0,0.64
0.78650377777542,0.65333333333333,0,0,0.65333333333333
0.78650377777542,0.66666666666667,0,0,0.66666666666667
0.78650377777542,0.68,0,0,0.68
0.78650377777542,0.69333333333333,0,0,0.69333333333333
0.78650377777542,0.70666666666667,0,0,0.70666666666667
0.78650377777542,0.72,0,0,0.72
0.78650377777542,0.73333333333333,0,0,0.73333333333333
0.78650377777542,0.74666666666667,0,0,0.74666666666667
0.78650377777542,0.76,0,0,0.76
0.75469046162051,0.77333333333333,0,0,0.77333333333333
0.75469046162051,0.78666666666667,0,0,0.78666666666667
0.75469046162051,0.8,0,0,0.8
0.75469046162051,0.81333333333333,0,0,0.81333333333333
