flux,id,x,y,z
0.94331603845922,0,0,0,0
0.94331603845922,0.013450980392157,0,0,0.013450980392157
0.94331603845922,0.026901960784314,0,0,0.026901960784314
0.94331603845922,0.040352941176471,0,0,0.040352941176471
0.8670044835948,0.053803921568627,0,0,0.053803921568627
0.91786893207536,0.067254901960784,0,0,0.067254901960784
0.91786893207536,0.080705882352941,0,0,0.080705882352941
0.91786893207536,0.094156862745098,0,0,0.094156862745098
0.91786893207536,0.10760784313725,0,0,0.10760784313725
0.91786893207536,0.12105882352941,0,0,0.12105882352941
0.91786893207536,0.13450980392157,0,0,0.13450980392157
0.91786893207536,0.14796078431373,0,0,0.14796078431373
0.91786893207536,0.16141176470588,0,0,0.16141176470588
0.91786893207536,0.17486274509804,0,0,0.17486274509804
0.91786893207536,0.1883137254902,0,0,0.1883137254902
0.91786893207536,0.20176470588235,0,0,0.20176470588235
0.91786893207536,0.21521568627451,0,0,0.21521568627451
0.91786893207536,0.22866666666667,0,0,0.22866666666667
0.91786893207536,0.24211764705882,0,0,0.24211764705882
0.91786893207536,0.25556862745098,0,0,0.25556862745098
0.91786893207536,0.26901960784314,0,0,0.26901960784314
0.91786893207536,0.28247058823529,0,0,0.28247058823529
0.91786893207536,0.29592156862745,0,0,0.29592156862745
0.91786893207536,0.30937254901961,0,0,0.30937254901961
0.91786893207536,0.32282352941176,0,0,0.32282352941176
0.91786893207536,0.33627450980392,0,0,0.33627450980392
0.91786893207536,0.34972549019608,0,0,0.34972549019608
0.91786893207536,0.36317647058824,0,0,0.36317647058824
0.91786893207536,0.37662745098039,0,0,0.37662745098039
0.91786893207536,0.39007843137255,0,0,0.39007843137255
0.91786893207536,0.40352941176471,0,0,0.40352941176471
0.91786893207536,0.41698039215686,0,0,0.41698039215686
0.92743348512194,0.43043137254902,0,0,0.43043137254902
0.92743348512194,0.44388235294118,0,0,0.44388235294118
0.92743348512194,0.45733333333333,0,0,0.45733333333333
0.92743348512194,0.47078431372549,0,0,0.47078431372549
0.92743348512194,0.48423529411765,0,0,0.48423529411765
0.92743348512194,0.4976862745098,0,0,0.4976862745098
0.92743348512194,0.51113725490196,0,0,0.51113725490196
0.77625516742807,0.52458823529412,0,0,0.52458823529412
0.77625516742807,0.53803921568627,0,0,0.53803921568627
0.77625516742807,0.55149019607843,0,0,0.55149019607843
0.77625516742807,0.56494117647059,0,0,0.56494117647059
0.77625516742807,0.57839215686275,0,0,0.57839215686275
0.77625516742807,0.5918431372549,0,0,0.5918431372549
0.77625516742807,0.60529411764706,0,0,0.60529411764706
0.77625516742807,0.61874509803922,0,0,0.61874509803922
0.77625516742807,0.63219607843137,0,0,0.63219607843137
0.77625516742807,0.64564705882353,0,0,0.64564705882353
0.77625516742807,0.65909803921569,0,0,0.65909803921569
0.77625516742807,0.67254901960784,0,0,0.67254901960784
0.77625516742807,0.686,0,0,0.686
0.99781762279991,0.69945098039216,0,0,0.69945098039216
0.99781762279991,0.71290196078431,0,0,0.71290196078431
0.99781762279991,0.72635294117647,0,0,0.72635294117647
0.99781762279991,0.73980392156863,0,0,0.73980392156863
0.78923592619466,0.75325490196078,0,0,0.75325490196078
0.78923592619466,0.76670588235294,0,0,0.76670588235294
0.78923592619466,0.7801568627451,0,0,0.7801568627451
0.77462328988216,0.79360784313725,0,0,0.79360784313725
0.77462328988216,0.80705882352941,0,0,0.80705882352941
0.77462328988216,0.82050980392157,0,0,0.82050980392157
0.77462328988216,0.83396078431373,0,0,0.83396078431373
0.77462328988216,0.84741176470588,0,0,0.84741176470588
0.77462328988216,0.86086274509804,0,0,0.86086274509804
0.77462328988216,0.8743137254902,0,0,0.8743137254902
0.77462328988216,0.88776470588235,0,0,0.88776470588235
0.77462328988216,0.90121568627451,0,0,0.90121568627451
0.77462328988216,0.91466666666667,0,0,0.91466666666667
0.77462328988216,0.92811764705882,0,0,0.92811764705882
0.77462328988216,0.94156862745098,0,0,0.94156862745098
0.77462328988216,0.95501960784314,0,0,0.95501960784314
0.77462328988216,0.96847058823529,0,0,0.96847058823529
0.77462328988216,0.98192156862745,0,0,0.98192156862745
0.78917737645564,0.99537254901961,0,0,0.99537254901961
0.72428672444575,1.0088235294118,0,0,1.0088235294118
0.72428672444575,1.0222745098039,0,0,1.0222745098039
0.72428672444575,1.0357254901961,0,0,1.0357254901961
0.72428672444575,1.0491764705882,0,0,1.0491764705882
0.72428672444575,1.0626274509804,0,0,1.0626274509804
0.72428672444575,1.0760784313725,0,0,1.0760784313725
0.72428672444575,1.0895294117647,0,0,1.0895294117647
0.72428672444575,1.1029803921569,0,0,1.1029803921569
0.72428672444575,1.116431372549,0,0,1.116431372549
0.72428672444575,1.1298823529412,0,0,1.1298823529412
0.72428672444575,1.1433333333333,0,0,1.1433333333333
0.72428672444575,1.1567843137255,0,0,1.1567843137255
0.72428672444575,1.1702352941176,0,0,1.1702352941176
0.72428672444575,1.1836862745098,0,0,1.1836862745098
0.7777019463696,1.197137254902,0,0,1.197137254902
0.7777019463696,1.2105882352941,0,0,1.2105882352941
0.7777019463696,1.2240392156863,0,0,1.2240392156863
0.7777019463696,1.2374901960784,0,0,1.2374901960784
0.7777019463696,1.2509411764706,0,0,1.2509411764706
0.72389134852996,1.2643921568627,0,0,1.2643921568627
0.72389134852996,1.2778431372549,0,0,1.2778431372549
0.72389134852996,1.2912941176471,0,0,1.2912941176471
0.72389134852996,1.3047450980392,0,0,1.3047450980392
0.72389134852996,1.3181960784314,0,0,1.3181960784314
0.72389134852996,1.3316470588235,0,0,1.3316470588235
0.72389134852996,1.3450980392157,0,0,1.3450980392157
0.72389134852996,1.3585490196078,0,0,1.3585490196078
0.72389134852996,1.372,0,0,1.372
